x,y,theta
6.0,5.0,39.8055710922652
6.0,5.02020202020202,39.91923425183181
6.0,5.040404040404041,40.03252133432735
6.0,5.0606060606060606,40.1454333217633
6.0,5.08080808080808,40.25797120131286
6.0,5.101010101010101,40.370135965164856
6.0,5.121212121212121,40.48192861037926
6.0,5.141414141414142,40.59335013874464
6.0,5.161616161616162,40.704401556637194
6.0,5.181818181818182,40.81508387488159
6.0,5.202020202020202,40.92539810861351
6.0,5.222222222222222,41.03534527714388
6.0,5.242424242424242,41.14492640382484
6.0,5.262626262626263,41.2541425159174
6.0,5.282828282828283,41.36299464446074
6.0,5.303030303030303,41.47148382414328
6.0,5.3232323232323235,41.57961109317532
6.0,5.343434343434343,41.68737749316345
6.0,5.363636363636363,41.7947840689865
6.0,5.383838383838384,41.901831868673234
6.0,5.404040404040404,42.00852194328157
6.0,5.424242424242424,42.11485534677958
6.0,5.444444444444445,42.220833135927926
6.0,5.4646464646464645,42.32645637016402
6.0,5.484848484848484,42.43172611148775
6.0,5.505050505050505,42.536643424348775
6.0,5.525252525252525,42.64120937553539
6.0,5.545454545454546,42.74542503406497
6.0,5.565656565656566,42.849291471075944
6.0,5.585858585858586,42.95280975972133
6.0,5.606060606060606,43.055980975063804
6.0,5.626262626262626,43.158806193972204
6.0,5.646464646464646,43.26128649501971
6.0,5.666666666666667,43.36342295838329
6.0,5.686868686868687,43.46521666574482
6.0,5.707070707070708,43.56666870019363
6.0,5.7272727272727275,43.66778014613036
6.0,5.747474747474747,43.76855208917252
6.0,5.767676767676768,43.868985616061245
6.0,5.787878787878788,43.969081814569584
6.0,5.808080808080808,44.06884177341226
6.0,5.828282828282829,44.16826658215663
6.0,5.848484848484849,44.26735733113524
6.0,5.8686868686868685,44.366115111359605
6.0,5.888888888888889,44.46454101443547
6.0,5.909090909090909,44.56263613247927
6.0,5.929292929292929,44.660401558036064
6.0,5.94949494949495,44.75783838399871
6.0,5.96969696969697,44.85494770352838
6.0,5.98989898989899,44.95173060997635
6.0,6.01010101010101,45.048188196807104
6.0,6.03030303030303,45.14432155752266
6.0,6.05050505050505,45.240131785588254
6.0,6.070707070707071,45.33561997435912
6.0,6.090909090909091,45.43078721700863
6.0,6.111111111111111,45.525634606457615
6.0,6.1313131313131315,45.620163235304865
6.0,6.151515151515151,45.71437419575888
6.0,6.171717171717171,45.80826857957072
6.0,6.191919191919192,45.90184747796815
6.0,6.212121212121212,45.995111981590796
6.0,6.232323232323233,46.08806318042658
6.0,6.252525252525253,46.18070216374919
6.0,6.272727272727273,46.273030020056716
6.0,6.292929292929293,46.365047837011396
6.0,6.313131313131313,46.45675670138045
6.0,6.333333333333334,46.548157698977974
6.0,6.353535353535354,46.63925191460792
6.0,6.373737373737374,46.730040432008174
6.0,6.3939393939393945,46.820524333795625
6.0,6.414141414141414,46.91070470141227
6.0,6.434343434343434,47.000582615072396
6.0,6.454545454545455,47.09015915371069
6.0,6.474747474747475,47.17943539493143
6.0,6.494949494949495,47.26841241495862
6.0,6.515151515151516,47.357091288587064
6.0,6.5353535353535355,47.4454730891345
6.0,6.555555555555555,47.53355888839457
6.0,6.575757575757576,47.621349756590824
6.0,6.595959595959596,47.708846762331575
6.0,6.616161616161616,47.796050972565745
6.0,6.636363636363637,47.88296345253955
6.0,6.656565656565657,47.9695852657541
6.0,6.6767676767676765,48.0559174739239
6.0,6.696969696969697,48.14196113693624
6.0,6.717171717171717,48.22771731281131
6.0,6.737373737373737,48.31318705766335
6.0,6.757575757575758,48.39837142566254
6.0,6.777777777777778,48.483271468997664
6.0,6.7979797979797985,48.56788823783976
6.0,6.818181818181818,48.65222278030634
6.0,6.838383838383838,48.73627614242662
6.0,6.858585858585859,48.8200493681074
6.0,6.878787878787879,48.903543499099776
6.0,6.8989898989899,48.98675957496661
6.0,6.91919191919192,49.06969863305069
6.0,6.9393939393939394,49.15236170844371
6.0,6.95959595959596,49.234749833955995
6.0,6.97979797979798,49.316864040086806
6.0,7.0,49.398705354995535
7.0,5.0,35.53767779197438
7.0,5.02020202020202,35.64702074990675
7.0,5.040404040404041,35.7560652214982
7.0,5.0606060606060606,35.864811640589835
7.0,5.08080808080808,35.97326044724391
7.0,5.101010101010101,36.08141208764718
7.0,5.121212121212121,36.189267014015094
7.0,5.141414141414142,36.29682568449649
7.0,5.161616161616162,36.40408856307903
7.0,5.181818181818182,36.51105611949529
7.0,5.202020202020202,36.61772882912946
7.0,5.222222222222222,36.7241071729248
7.0,5.242424242424242,36.830191637291705
7.0,5.262626262626263,36.93598271401649
7.0,5.282828282828283,37.041480900170804
7.0,5.303030303030303,37.14668669802178
7.0,5.3232323232323235,37.2516006149429
7.0,5.343434343434343,37.35622316332543
7.0,5.363636363636363,37.46055486049069
7.0,5.383838383838384,37.564596228602916
7.0,5.404040404040404,37.66834779458288
7.0,5.424242424242424,37.771810090022164
7.0,5.444444444444445,37.874983651098205
7.0,5.4646464646464645,37.977869018489955
7.0,5.484848484848484,38.080466737294294
7.0,5.505050505050505,38.182777356943184
7.0,5.525252525252525,38.28480143112143
7.0,5.545454545454546,38.38653951768525
7.0,5.565656565656566,38.48799217858148
7.0,5.585858585858586,38.58915997976755
7.0,5.606060606060606,38.69004349113213
7.0,5.626262626262626,38.790643286416454
7.0,5.646464646464646,38.89095994313645
7.0,5.666666666666667,38.99099404250548
7.0,5.686868686868687,39.090746169357836
7.0,5.707070707070708,39.19021691207298
7.0,5.7272727272727275,39.28940686250036
7.0,5.747474747474747,39.38831661588513
7.0,5.767676767676768,39.486946770794425
7.0,5.787878787878788,39.58529792904434
7.0,5.808080808080808,39.68337069562774
7.0,5.828282828282829,39.781165678642644
7.0,5.848484848484849,39.87868348922139
7.0,5.8686868686868685,39.97592474146045
7.0,5.888888888888889,40.072890052350985
7.0,5.909090909090909,40.16958004171006
7.0,5.929292929292929,40.26599533211258
7.0,5.94949494949495,40.36213654882393
7.0,5.96969696969697,40.45800431973326
7.0,5.98989898989899,40.55359927528751
7.0,6.01010101010101,40.64892204842612
7.0,6.03030303030303,40.74397327451634
7.0,6.05050505050505,40.838753591289375
7.0,6.070707070707071,40.93326363877707
7.0,6.090909090909091,41.02750405924934
7.0,6.111111111111111,41.12147549715229
7.0,6.1313131313131315,41.21517859904696
7.0,6.151515151515151,41.30861401354873
7.0,6.171717171717171,41.40178239126748
7.0,6.191919191919192,41.49468438474836
7.0,6.212121212121212,41.58732064841314
7.0,6.232323232323233,41.6796918385024
7.0,6.252525252525253,41.77179861301817
7.0,6.272727272727273,41.86364163166741
7.0,6.292929292929293,41.95522155580601
7.0,6.313131313131313,42.04653904838348
7.0,6.333333333333334,42.13759477388825
7.0,6.353535353535354,42.22838939829371
7.0,6.373737373737374,42.318923589004704
7.0,6.3939393939393945,42.409198014804886
7.0,6.414141414141414,42.49921334580447
7.0,6.434343434343434,42.58897025338877
7.0,6.454545454545455,42.67846941016728
7.0,6.474747474747475,42.76771148992342
7.0,6.494949494949495,42.85669716756482
7.0,6.515151515151516,42.94542711907431
7.0,6.5353535353535355,43.033902021461444
7.0,6.555555555555555,43.12212255271464
7.0,6.575757575757576,43.21008939175393
7.0,6.595959595959596,43.297803218384296
7.0,6.616161616161616,43.3852647132496
7.0,6.636363636363637,43.47247455778708
7.0,6.656565656565657,43.559433434182445
7.0,6.6767676767676765,43.64614202532559
7.0,6.696969696969697,43.73260101476674
7.0,6.717171717171717,43.818811086673364
7.0,6.737373737373737,43.90477292578747
7.0,6.757575757575758,43.99048721738362
7.0,6.777777777777778,44.07595464722729
7.0,6.7979797979797985,44.16117590153411
7.0,6.818181818181818,44.24615166692923
7.0,6.838383838383838,44.330882630407665
7.0,6.858585858585859,44.415369479294824
7.0,6.878787878787879,44.49961290120777
7.0,6.8989898989899,44.58361358401697
7.0,6.91919191919192,44.667372215808555
7.0,6.9393939393939394,44.750889484847086
7.0,6.95959595959596,44.83416607953892
7.0,6.97979797979798,44.917202688395946
7.0,7.0,45.0
8.0,5.0,32.005383208083494
8.0,5.02020202020202,32.10930923311941
8.0,5.040404040404041,32.21299921077077
8.0,5.0606060606060606,32.316453267443976
8.0,5.08080808080808,32.4196715351242
8.0,5.101010101010101,32.522654151317454
8.0,5.121212121212121,32.62540125899296
8.0,5.141414141414142,32.72791300652563
8.0,5.161616161616162,32.83018954763873
8.0,5.181818181818182,32.93223104134667
8.0,5.202020202020202,33.03403765189806
8.0,5.222222222222222,33.135609548718875
8.0,5.242424242424242,33.23694690635581
8.0,5.262626262626263,33.33804990441991
8.0,5.282828282828283,33.43891872753025
8.0,5.303030303030303,33.539553565258004
8.0,5.3232323232323235,33.63995461207055
8.0,5.343434343434343,33.74012206727588
8.0,5.363636363636363,33.84005613496724
8.0,5.383838383838384,33.93975702396794
8.0,5.404040404040404,34.03922494777637
8.0,5.424242424242424,34.13846012451133
8.0,5.444444444444445,34.23746277685754
8.0,5.4646464646464645,34.33623313201136
8.0,5.484848484848484,34.43477142162682
8.0,5.505050505050505,34.533077881761855
8.0,5.525252525252525,34.63115275282475
8.0,5.545454545454546,34.72899627952093
8.0,5.565656565656566,34.82660871079991
8.0,5.585858585858586,34.92399029980257
8.0,5.606060606060606,35.021141303808676
8.0,5.626262626262626,35.1180619841846
8.0,5.646464646464646,35.21475260633141
8.0,5.666666666666667,35.3112134396332
8.0,5.686868686868687,35.4074447574056
8.0,5.707070707070708,35.503446836844695
8.0,5.7272727272727275,35.599219958976164
8.0,5.747474747474747,35.69476440860466
